city,biome,state,subsector,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,Total,source_name
ACOBAMBA,Andes [PerÃº],HUANCAVELICA,net-wetland,,-47.45421313011,-28.49567878809,104.30522291158,-262.25331132521,386.94225232534,-101.17972155257,-122.84790735269,,-70.98335691175001,
ACOBAMBA,Andes [PerÃº],HUANCAVELICA,removals,-2525.57549105823,-8187.87450732717,-734.437064479525,328.027818651623,-1409.4951646622,1173.60551324923,-1207.54896253035,192.937594489652,,-12370.360263666971,
ACOBAMBA,Andes [PerÃº],HUANCAVELICA,shrubgrass-fires,922.575965306658,4631.05846132177,0.0,111.460335195065,134.298342645168,122.325734057572,0.0,9.62678963483135,,5931.345628161064,
ACOBAMBA,Andes [PerÃº],HUANCAVELICA,synthetic-fertilizer-application,,,,,,,945.2637223335116,945.2637223335116,,1890.5274446670232,
ACOBAMBA,Andes [PerÃº],HUANCAVELICA,wetland-fires,0.0,0.0,0.0,0.0,0.0,1.36188551714276,0.0,0.0,,1.36188551714276,
ACOMAYO,Andes [PerÃº],CUSCO,cropland-fires,10445.100395689233,9939.480278118976,9766.646788533511,10502.195059583211,10470.606815227116,10270.920201975836,10272.573193057136,10272.573193057136,,81940.09592524216,
ACOMAYO,Andes [PerÃº],CUSCO,enteric-fermentation-cattle-pasture,10159.12445817418,10056.79870630718,10211.7742318614,10257.1727032269,10279.263558351238,10716.418426864995,10501.30685375014,10608.432274541292,,82790.29121307732,
ACOMAYO,Andes [PerÃº],CUSCO,forest-land-clearing,1616.76949992329,1179.51296685973,6775.23045729738,5256.60800004005,4505.23982048035,3025.40632777619,4326.08471819844,2820.94865594346,,29505.80044651889,
ACOMAYO,Andes [PerÃº],CUSCO,forest-land-degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ACOMAYO,Andes [PerÃº],CUSCO,forest-land-fires,433.942433487988,223.384855109951,13.5840361522822,192.090175174005,347.06994437829,247.11278629303,276.50010457859,1871.23659424882,,3604.920929422956,
ACOMAYO,Andes [PerÃº],CUSCO,manure-left-on-pasture-cattle,2924.08084640394,2894.628615192636,2939.2349383869764,2952.30190571884,2958.660273762329,3084.485694748711,3022.570551676772,3053.4042041619828,,23829.367030052188,
ACOMAYO,Andes [PerÃº],CUSCO,net-forest-land,,1330.14521179,-3525.523086272,2356.502936708,2834.121365971,1337.965692561,-14782.157180081,11732.428748385,,1283.4836890620006,
ACOMAYO,Andes [PerÃº],CUSCO,net-shrubgrass,,-66061.57483438,-28382.40346992,33925.92311223,-10807.18016118,108015.83288543,-124701.74877178,83384.87103496,,-4626.280204639988,
ACOMAYO,Andes [PerÃº],CUSCO,net-wetland,,-47.2405967177,-199.3688725163,-127.0283049164,224.3993240918,329.4824063347,-1138.8019860066,890.2739819927,,-68.28404773779994,
ACOMAYO,Andes [PerÃº],CUSCO,removals,-12374.8993411718,-8469.48429326084,-11446.0555295975,-6651.48982169267,-27087.1499116876,-14573.8658074366,-14901.3758565741,-36120.6756790733,,-131624.99624049442,
ACOMAYO,Andes [PerÃº],CUSCO,shrubgrass-fires,9224.13282449887,5347.26523236704,2200.71085475671,1416.98353537543,18752.9882774741,11265.2449288217,5987.29086748766,24888.783897683,,79083.40041846452,
ACOMAYO,Andes [PerÃº],CUSCO,synthetic-fertilizer-application,,,,,,,165.93989970849373,165.93989970849373,,331.87979941698745,
ACOMAYO,Andes [PerÃº],CUSCO,wetland-fires,0.485208835536154,25.3640085481335,0.879244365517626,2.65123773476396,0.0,0.0,1.24915504872756,196.786906968709,,227.4157615013878,
AGUAS VERDES,Bosque seco ecuatorial [PerÃº],TUMBES,wastewater-treatment-and-discharge,889.1515464827874,901.3376555553422,915.0231867809548,932.3493859830348,950.3258047625618,964.2194386785296,976.1102144811464,985.7833706571876,,7514.300603381544,
PADRE ABAD,AmazonÃ­a [PerÃº],UCAYALI,electricity-generation,,,,,488000.0,417000.0,500000.0,546000.0,,1951000.0,
HUACLLAN,Andes [PerÃº],ANCASH,cropland-fires,4876.931468104081,4706.61626360757,4614.1983872026685,4984.819333396794,4974.667920023335,4923.422890592649,4971.983882901697,4971.983882901697,,39024.6240287305,
HUACLLAN,Andes [PerÃº],ANCASH,enteric-fermentation-cattle-pasture,6393.648307668145,6328.071535095724,6425.090560660815,6455.905855170373,6465.381608791299,6744.954555251906,6607.400401094143,6674.969694300141,,52095.42251803255,
HUACLLAN,Andes [PerÃº],ANCASH,forest-land-clearing,0.0,12.0910742282867,21.148567199707,0.0,0.0,0.0,0.0,0.0,,33.2396414279937,
HUACLLAN,Andes [PerÃº],ANCASH,forest-land-degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
HUACLLAN,Andes [PerÃº],ANCASH,forest-land-fires,0.0,0.0,0.0,21.7307910919189,0.0,0.0,0.0,0.0,,21.7307910919189,
HUACLLAN,Andes [PerÃº],ANCASH,manure-left-on-pasture-cattle,1840.2712621039425,1821.396386824336,1849.3212109279143,1858.1906861134787,1860.918112525732,1941.3870420264348,1901.7950845164007,1921.243415106445,,14994.523200144684,
HUACLLAN,Andes [PerÃº],ANCASH,net-forest-land,,-9.9602486104,-459.8276862184,570.53814893557,-395.15536897617,402.13459983868,-76.65304000458,-25.365167878,,5.711237086699995,
HUACLLAN,Andes [PerÃº],ANCASH,net-shrubgrass,,-65841.22389735,-125127.96145989,242622.03050614,-162913.46776302,80525.85227963,24050.11528367,-37815.04712349,,-44499.70217430999,
HUACLLAN,Andes [PerÃº],ANCASH,net-wetland,,-104.65411918405,0.97757396252,119.40343120746,-89.66487323586,36.96075195955,160.60552230773,-172.53195287763,,-48.90366586027999,
HUACLLAN,Andes [PerÃº],ANCASH,removals,-1421.56353347311,-12383.833555497,-2812.98036463808,-75550.0601763968,-5766.19179958489,-5456.92574709772,-486.525658486956,-4873.84488194771,,-108751.92571712229,
HUACLLAN,Andes [PerÃº],ANCASH,shrubgrass-fires,1062.16254712191,9791.65744550293,1236.52126312256,30046.5955432726,2708.13405275345,4103.60561372104,351.469064235687,4101.06891489029,,53401.21444462046,
HUACLLAN,Andes [PerÃº],ANCASH,synthetic-fertilizer-application,,,,,,,630.608707944164,630.608707944164,,1261.217415888328,
HUACLLAN,Andes [PerÃº],ANCASH,wetland-fires,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CHICLAYO,Desierto costero [PerÃº],LAMBAYEQUE,domestic-aviation,18833.026408102098,24311.56823846108,22618.792590003515,28104.303046814508,30073.213399235086,13160.897076588915,16048.68457478352,28001.094412113765,19582.77418290988,200734.3539290124,
CHICLAYO,Desierto costero [PerÃº],LAMBAYEQUE,international-aviation,0.0,966.8623682765168,1869.7867436941488,1862.1053018658845,1880.010160537672,501.33604281004574,1056.5879069693658,2308.938582077361,1232.8704649706287,11678.497571201624,
ANDRES AVELINO CACERES DORREGARAY,Andes [PerÃº],AYACUCHO,domestic-aviation,6457.296244072503,6545.539700759963,6336.098338247946,7355.501360531792,8687.835526716033,3309.167450190776,6426.7865489155165,10125.267497860386,5462.2433096773375,60705.73597697225,
ANDRES AVELINO CACERES DORREGARAY,Andes [PerÃº],AYACUCHO,international-aviation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
HUANTA,Andes [PerÃº],AYACUCHO,wastewater-treatment-and-discharge,1270.2338050939034,1287.6427695811735,1307.193794906616,1331.945845361155,1357.6267935848914,1377.4751125193548,1394.4621665856985,1408.281149441169,,10734.86143707396,
WANCHAQ,Andes [PerÃº],CUSCO,domestic-aviation,140928.46759061556,164943.30238775528,157736.71378013218,177168.72380355626,166203.19582187175,42246.12536394788,56740.60603442736,118855.80090452904,54485.8898118736,1079308.825498709,
WANCHAQ,Andes [PerÃº],CUSCO,international-aviation,5867.550674431149,6542.383199587823,11192.473495032646,14354.84889933389,15513.5181271822,5506.898457234042,0.0,2673.1822470845723,372.9560808274552,62023.811180713776,
HUANUCO,Andes [PerÃº],HUANUCO,domestic-aviation,2939.4102107181684,3926.234698749248,4586.649045828306,3753.998353751775,1269.0810743843208,2087.116384791013,2299.1082456355603,1851.889732672756,906.5548670617936,23620.04261359294,
HUANUCO,Andes [PerÃº],HUANUCO,international-aviation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
SANTA BARBARA DE CARHUACAYAN,Andes [PerÃº],JUNIN,copper-mining,,,,,,9548.0,19265.0,6925.0,,35738.0,
PASTAZA,AmazonÃ­a [PerÃº],LORETO,cropland-fires,35192.63073898676,33796.63596833725,32936.455791944965,35552.986659194896,35283.53290237334,35280.4368560844,35502.124843895086,35502.124843895086,,279046.9286047118,
PASTAZA,AmazonÃ­a [PerÃº],LORETO,enteric-fermentation-cattle-pasture,3282.913888106604,3261.715381883844,3295.3755320626865,3316.351350766792,3329.889203429035,3450.5421157025744,3404.4207088420094,3425.995535045929,,26767.203715839478,
PASTAZA,AmazonÃ­a [PerÃº],LORETO,forest-land-clearing,4513787.2288464,5894924.96615002,6081508.64699696,5968538.64166142,6011857.88777277,7782860.4435906,8515205.91194736,8656393.59369447,,53425077.32066,
PASTAZA,AmazonÃ­a [PerÃº],LORETO,forest-land-degradation,745341.138357851,1025079.47005525,474557.742503458,1083706.60032851,536516.481624761,763681.224268157,477860.872484365,528948.151049198,,5635691.68067155,
PASTAZA,AmazonÃ­a [PerÃº],LORETO,forest-land-fires,73494.4657628012,137557.982586451,49052.2277582378,31740.4363611691,42681.5266869137,53602.8110792637,26482.1845655888,64005.6101254225,,478617.2449258477,
PASTAZA,AmazonÃ­a [PerÃº],LORETO,manure-left-on-pasture-cattle,944.9146583036678,938.8131299351433,948.5014702864504,954.5389015679112,958.435478113788,993.162768055082,979.8877340469109,986.0975726424924,,7704.351712951446,
PASTAZA,AmazonÃ­a [PerÃº],LORETO,net-forest-land,,-22563488.26617,11778256.53263,1839855.25582,2231305.83014,3765658.60238,-5210627.15593,2979376.72828,,-5179662.472849999,
PASTAZA,AmazonÃ­a [PerÃº],LORETO,net-shrubgrass,,-10657.50706557,33704.29830008,-11434.9126514,-8773.15193,-3386.57260363,26743.80962463,-26772.81351786,,-576.8498437499984,
PASTAZA,AmazonÃ­a [PerÃº],LORETO,net-wetland,,14244.17986407,13871.98087861,-27466.38569385,-15582.39325106,22827.59625507,-9893.63520544,-47630.03817633,,-49628.69532893,
PASTAZA,AmazonÃ­a [PerÃº],LORETO,removals,-5256528.22156089,-7291813.64873804,-6487259.41335215,-7066860.82300072,-6567973.02294856,-8561448.25033744,-9074514.410315,-9222796.37996013,,-59529194.170212924,
PASTAZA,AmazonÃ­a [PerÃº],LORETO,shrubgrass-fires,3602.23257600567,7239.91388561577,3195.23468846685,2026.18336382508,1129.66976964474,1252.75559222698,1313.68274068832,46.6187419742346,,19806.291358447645,
PASTAZA,AmazonÃ­a [PerÃº],LORETO,synthetic-fertilizer-application,,,,,,,3314.8306066147543,3314.8306066147543,,6629.661213229509,
PASTAZA,AmazonÃ­a [PerÃº],LORETO,wetland-fires,2050.94158935547,4111.43563747406,430.700694203377,195.5631929636,0.0,0.0,70.6542587280273,0.0,,6859.295372724535,
ALTO LARAN,Desierto costero [PerÃº],ICA,wastewater-treatment-and-discharge,2451.285879714744,2484.881544274267,2522.610938754253,2570.377225188988,2619.936090262555,2658.239199300443,2691.0206648887424,2717.6884148807444,,20716.039957264737,
PUNO,Andes [PerÃº],PUNO,wastewater-treatment-and-discharge,1270.2338050939034,1287.6427695811735,1307.193794906616,1331.945845361155,1357.6267935848914,1377.4751125193548,1394.4621665856985,1408.281149441169,,10734.86143707396,
NIEVA,AmazonÃ­a [PerÃº],AMAZONAS,cropland-fires,72982.51344141964,69442.27434351137,68091.79647646035,73326.01869367633,72853.2884024609,71789.67185267719,71646.17839505275,71646.17839505275,,571777.9200003112,
NIEVA,AmazonÃ­a [PerÃº],AMAZONAS,enteric-fermentation-cattle-pasture,71262.92849022821,70528.60145174974,71617.52329052328,71925.31461717909,72084.05427598734,75142.83264228479,73635.54859166386,74394.58345495172,,580591.386814568,
NIEVA,AmazonÃ­a [PerÃº],AMAZONAS,forest-land-clearing,3072973.18412177,2826882.5330968,3299229.00568997,2925244.53924164,3186736.70621041,4422300.83189949,4634051.10137199,5934120.81855479,,30301538.72018686,
NIEVA,AmazonÃ­a [PerÃº],AMAZONAS,forest-land-degradation,723958.167991396,993339.098163392,504629.62040693,718145.19622591,478706.219677637,881719.688945092,247036.864151074,466582.195606849,,5014117.05116828,
NIEVA,AmazonÃ­a [PerÃº],AMAZONAS,forest-land-fires,133344.174878187,334263.606234682,50008.7932426716,106885.05211923,28612.2914817286,284405.111560204,34779.3595920104,70080.6844537705,,1042379.073562484,
NIEVA,AmazonÃ­a [PerÃº],AMAZONAS,manure-left-on-pasture-cattle,20511.46877903936,20300.10901086168,20613.531125599784,20702.12214393733,20747.811841000297,21628.213948045763,21194.37542607105,21412.84691157611,,167110.4791861314,
NIEVA,AmazonÃ­a [PerÃº],AMAZONAS,net-forest-land,,-5400593.44358,3885095.30539,831595.21625,-1016837.98861,-1336848.40051,8175355.80355,-7597739.57536,,-2459973.08287,
NIEVA,AmazonÃ­a [PerÃº],AMAZONAS,net-shrubgrass,,-598411.3408684,1061930.1587633,-692777.9810187,-69866.7210084,-408676.55132,778749.840351,-668845.5835593,,-597898.1786605002,
NIEVA,AmazonÃ­a [PerÃº],AMAZONAS,net-wetland,,-9290.923136098,7353.370388142,-6286.620654819,8692.272926052,-3850.567850255,-1110.32126555,-1099.178514587,,-5591.968107115,
NIEVA,AmazonÃ­a [PerÃº],AMAZONAS,removals,-4029848.48441123,-4513534.65292009,-3849535.92352789,-3870107.41954162,-3747713.37136565,-5792232.5142566,-4849096.41523012,-6634370.48156719,,-37286439.26282039,
NIEVA,AmazonÃ­a [PerÃº],AMAZONAS,shrubgrass-fires,146039.570198601,283366.719018897,46818.9453640042,120782.731706772,40430.4148540288,181819.207921411,23950.5158624972,77401.1050283309,,920609.209954542,
NIEVA,AmazonÃ­a [PerÃº],AMAZONAS,synthetic-fertilizer-application,,,,,,,35090.72811332934,35090.72811332934,,70181.45622665869,
NIEVA,AmazonÃ­a [PerÃº],AMAZONAS,wetland-fires,1485.35396133844,181.04335862214,140.261112213135,728.36168261251,38.2150363922119,438.366380990615,0.0,0.0,,3011.601532169052,
HUACAR,Andes [PerÃº],HUANUCO,cropland-fires,16497.20458665506,15845.21604458168,15568.457558889966,16796.746020610295,16770.602292697607,16544.821182873704,16571.419623538364,16571.419623538364,,131165.88693338505,
HUACAR,Andes [PerÃº],HUANUCO,enteric-fermentation-cattle-pasture,14972.0773284453,14815.7730801599,15045.53846451478,15113.141704946576,15140.168764301729,15789.260202761368,15467.679424684016,15631.72106225963,,121975.3600320733,
HUACAR,Andes [PerÃº],HUANUCO,forest-land-clearing,4340.36028660134,4446.46805208895,9255.49958876155,2107.03391402048,2990.70719131173,8650.91197813573,10336.1392720253,7119.52054527102,,49246.6408282161,
HUACAR,Andes [PerÃº],HUANUCO,forest-land-degradation,199.054308486238,698.525988287883,1733.5972811602,117.245742002937,160.242678586665,339.855258868658,321.249723384612,795.217750993214,,4364.988731770407,
HUACAR,Andes [PerÃº],HUANUCO,forest-land-fires,4467.67715858996,13237.2928388327,287.675109863281,425.459896087646,822.133301854134,7132.19216350312,293.384197235107,0.0,,26665.814665965947,
HUACAR,Andes [PerÃº],HUANUCO,manure-left-on-pasture-cattle,4309.383660353009,4264.394913784808,4330.527769824326,4349.985908480642,4357.765074461638,4544.591799544797,4452.031801581501,4499.247539331717,,35107.928467362435,
HUACAR,Andes [PerÃº],HUANUCO,net-forest-land,,-3668.56747041,-33848.78528712,23669.68143653,-5138.08829114,1235.55797973,37447.7124868,-23469.37137709,,-3771.860522699997,
HUACAR,Andes [PerÃº],HUANUCO,net-shrubgrass,,-14763.51458465,-161301.61952035,188227.90310826,27211.43595061,42958.22229062,202273.17362201,-336387.54877868,,-51781.94791217996,
HUACAR,Andes [PerÃº],HUANUCO,net-wetland,,-819.0631086526,1428.2028109563,-527.4833438177,-952.8632564706,881.6768913727,1504.9060748267,-4072.0807469012,,-2556.7046786864007,
HUACAR,Andes [PerÃº],HUANUCO,removals,-40156.5678341169,-102194.195757125,-14158.0157701436,-1327.9800536611,-23943.1330185338,-36782.2988891375,-11303.0651442889,-11599.4718202001,,-241464.7282872069,
HUACAR,Andes [PerÃº],HUANUCO,shrubgrass-fires,23223.9713032449,55347.3070606305,682.125361756191,868.387984275818,13080.6221705959,14952.4749646414,1773.4640456418,0.0,,109928.35289078653,
HUACAR,Andes [PerÃº],HUANUCO,synthetic-fertilizer-application,,,,,,,2560.851766228061,2560.851766228061,,5121.703532456122,
HUACAR,Andes [PerÃº],HUANUCO,wetland-fires,1.90553519631217,27.0958067864713,0.0,0.0,0.0,0.180682256817818,0.0,0.0,,29.182024239601287,
YUNGAR,Andes [PerÃº],ANCASH,cropland-fires,300525.3754146123,288050.5472566308,282476.96852034447,305037.66141653486,303942.9542686138,299476.2650873651,300319.9456812928,300319.9456812928,,2380149.663326687,
YUNGAR,Andes [PerÃº],ANCASH,enteric-fermentation-cattle-pasture,236273.26336721456,233846.74751944983,237428.66965864177,238499.7615096809,238944.84223859283,249173.3143701124,244088.2921812776,246618.84040167736,,1924873.7312466477,
YUNGAR,Andes [PerÃº],ANCASH,forest-land-clearing,3498.51844871105,6691.09707616552,21068.3358210547,9911.70256307768,7271.81367519163,4563.50375047654,16502.2759243915,17401.6969439737,,86908.94420304232,
YUNGAR,Andes [PerÃº],ANCASH,forest-land-degradation,107.143380981332,76.0712982990696,25.7606270468298,56.3407619283972,26.3897508519339,15.5393132983089,68.4291708123377,69.5595267919285,,445.2338300101376,
YUNGAR,Andes [PerÃº],ANCASH,forest-land-fires,17443.0317815576,16753.2783236943,902.149832725525,3656.34951610118,2653.32263660702,13475.9899185281,2395.20752626373,3087.82614135742,,60367.15567683488,
YUNGAR,Andes [PerÃº],ANCASH,manure-left-on-pasture-cattle,68006.06960428972,67307.65042052568,68338.62803486586,68646.9184086233,68775.02502492287,71719.06590530628,70255.4540511653,70983.81677348478,,554032.6282231838,
YUNGAR,Andes [PerÃº],ANCASH,net-forest-land,,-98917.79750425,-34922.71091813,81981.26847035,-52938.47390061,3361.52516055,105512.82312549,-72893.20277153,,-68816.56833813,
YUNGAR,Andes [PerÃº],ANCASH,net-shrubgrass,,-410203.825401,-3573909.236046,4290943.389201,-3487949.707525,1910925.822622,2741035.741271,-2512177.122731,,-1041334.9386089998,
YUNGAR,Andes [PerÃº],ANCASH,net-wetland,,-745.409022301,-3092.540770978,5737.853046482,-4384.900434267,540.117234949,6190.23239876,-6683.44566363,,-2438.093210985,
YUNGAR,Andes [PerÃº],ANCASH,removals,-612318.71465407,-652304.88462868,-96388.5604848243,-1317875.69995966,-231209.564169288,-439033.644731735,-78025.9660687859,-101484.766980761,,-3528641.801677804,
YUNGAR,Andes [PerÃº],ANCASH,shrubgrass-fires,330656.762931183,364743.557574317,21361.3415439821,801323.946925678,92792.7569680297,229753.694805438,42410.9994645814,36168.1091526747,,1919211.169365884,
YUNGAR,Andes [PerÃº],ANCASH,synthetic-fertilizer-application,,,,,,,76662.89238124798,76662.89238124798,,153325.78476249595,
YUNGAR,Andes [PerÃº],ANCASH,wetland-fires,599.082235153328,304.833485886326,8.64841747283936,50.869948297739,71.4805396627957,116.282902765695,0.0,0.0,,1151.197529238723,
ANCON,Desierto costero [PerÃº],LIMA,wastewater-treatment-and-discharge,1270.2338050939034,1287.6427695811735,1307.193794906616,1331.945845361155,1357.6267935848914,1377.4751125193548,1394.4621665856985,1408.281149441169,,10734.86143707396,
,,,domestic-shipping,852.1218294168357,3286.4170409208746,2432.95713988434,400.08057454436494,2643.1956080256496,753.8248213148472,146.99526728068304,76.00926991016604,69.06057333946228,10660.662124637223,
,,,international-shipping,,,,101.46729278564452,1427.728502035141,576.7951045408845,2051.6431273696944,1459.406066894531,,5617.040093625896,
ANDAHUAYLAS,Andes [PerÃº],APURIMAC,cropland-fires,28747.11084304702,26872.52405206275,26520.168499847823,28227.80800012585,28183.41570797825,27348.786520828333,27182.032728747257,27182.032728747257,,220263.8790813845,
ANDAHUAYLAS,Andes [PerÃº],APURIMAC,enteric-fermentation-cattle-pasture,54150.86267340448,53590.88082032424,54417.332077950494,54661.951156267314,54766.13632284656,57104.3686509222,55942.465103308765,56523.527712172014,,441157.52451719606,
ANDAHUAYLAS,Andes [PerÃº],APURIMAC,forest-land-clearing,9656.71081963655,19938.1018643463,14914.6761231338,6235.16635606973,4835.09554759951,7996.31192603458,6835.35971014636,23555.8488969003,,93967.27124386712,
ANDAHUAYLAS,Andes [PerÃº],APURIMAC,forest-land-degradation,257.783603251881,530.473350653404,241.86389078645,238.271020701767,208.219109464878,334.270882417912,132.655817226265,1216.02173612705,,3159.559410629607,
ANDAHUAYLAS,Andes [PerÃº],APURIMAC,forest-land-fires,692.316421176299,19592.4471093412,1678.18828248978,6978.12288951874,3137.72848696194,13413.8505339475,2844.09994130469,33029.4552529986,,81366.20891773875,
ANDAHUAYLAS,Andes [PerÃº],APURIMAC,manure-left-on-pasture-cattle,15586.13649759803,15424.957965531336,15662.833871848256,15733.242106799731,15763.229469742992,16436.238305811596,16101.809991425034,16269.055921954709,,126977.50413071168,
ANDAHUAYLAS,Andes [PerÃº],APURIMAC,net-forest-land,,28321.93125822,-164386.35105323,120764.69969076,3580.83331349,19040.06367707,38243.82477059,17157.47484961,,62722.47650651,
ANDAHUAYLAS,Andes [PerÃº],APURIMAC,net-shrubgrass,,76023.5807627,-317155.7571819,132179.6129449,-92236.7360111,371598.8665596,67290.602094,24671.1492196,,262371.3183878,
ANDAHUAYLAS,Andes [PerÃº],APURIMAC,net-wetland,,-296.9200905435,-370.1428152931,-149.6731392404,235.640107206,60.2956534371,1485.8200873169,-2538.2726276901,,-1573.2528248070998,
ANDAHUAYLAS,Andes [PerÃº],APURIMAC,removals,-29000.3147952462,-103973.383195931,-30614.8449560074,-19360.1343515109,-42827.1222590866,-80614.3770805812,-23055.6922165243,-126377.580937229,,-455823.4497921166,
